PYTHON_NUMBER,CEO_1,CEO_2,CEO_3,LEVEL,GENDER,AGE,ETHNICITY,ETHNICITY_2,COUNTRY,JOB_PROFILE,WORKING_PATTERN,CURRENT_SALARY,SALARY_INCREASE_PCT,NEW_SALARY_FTE,NEW_SALARY,CURRENT_SALARY_FOR_THOSE_WITH_INCREASE,HAS_SALARY_INCREASE,SALARY_ELIGIBLE,BONUS_ELIGIBLE,SALARY_MAVP_FOR_DISCRETIONARY_AWARD,DISCRETIONARY_RATIONALE,DISCRETIONARY_AMOUNT,DISCRETIONARY_BONUS_PCT,BONUS_OPPORTUNITY,DIVISION
41255,People (Maria Kokkinou),Culture and Capability (Michelle Blayney),"Data and Analytics, Functions (Rosemary Byde)",B,Male,21 - 30,Unknown,undisclosed,India,Data & Analytics Analyst - DA B6,Full time,9853.91,0.14,11233.46,11233.46,9853.91,1,Yes,Yes,9853.91,Performing,985.39,0.1,0.15,People
41262,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Male,31 - 40,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst B5,Part time,22878.77,0.045,29885.3875,23908.31,22878.77,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
41265,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Services (Mansoor Aboobakker Kuttil Ali),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst B5,Full time,5055.54,0.0785,5452.5,5452.5,5055.54,1,Yes,Yes,5055.54,Performing,303.33,0.06,0.15,Customer & Operations
41266,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Services (Mansoor Aboobakker Kuttil Ali),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst B5,Full time,4435.05,0.1089,4918.2,4918.2,4435.05,1,Yes,Yes,4435.05,Performing,399.15,0.089999,0.15,Customer & Operations
41267,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,4646.67,0.065,4948.85,4948.85,4646.67,1,Yes,Yes,4646.67,Performing,289.05,0.062206,0.15,Retail Banking
41268,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,4646.67,0.0848,5040.82,5040.82,4646.67,1,Yes,Yes,4646.67,Performing,376.64,0.081056,0.15,Retail Banking
41270,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Commercial Mid-Market (Andrew Gray),Commercial Mid-Market - Portfolio Management (David Harris),B,Female,21 - 30,Unknown,undisclosed,India,Relationship Manager - Credit Delivery B7,Full time,14145.83,0.065,15065.53,15065.53,14145.83,1,Yes,Yes,14145.83,Performing,1094.88,0.077399,0.15,C&I RFB
41271,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Shared Services (Amit Sakhuja),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Production Analyst B7,Full time,15902.02,0.0942,17399.81,17399.81,15902.02,1,Yes,Yes,15902.02,Performing,999.99,0.062884,0.15,NatWest Digital X
41272,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),A,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,4125.5,0.0849,4475.86,4475.86,4125.5,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41273,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),"Risk, Finance, Legal & Audit Solutions (Darren Buckley)",B,Male,21 - 30,Unknown,undisclosed,United Kingdom,WoW - Software Engineer B7,Full time,45221.0,0.055,47708.0,47708.0,45221.0,1,Yes,,0.0,,0.0,0.0,0.0,NatWest Digital X
41274,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,21 - 30,Unknown,undisclosed,India,Markets Data Management Analyst B5,Full time,5041.48,0.0702,5395.56,5395.56,5041.48,1,Yes,Yes,5041.48,Performing,236.49,0.046909,0.15,C&I RFB
41275,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),A,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,4033.53,0.0651,4296.3,4296.3,4033.53,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41276,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Payments Services & Technology (Ian Povey),C,Male,41 - 50,Unknown,undisclosed,India,WoW - Principal Engineer C9,Full time,40392.27,0.0798,43615.59,43615.59,40392.27,1,Yes,Yes,40392.27,Performing,8058.31,0.199501,0.25,NatWest Digital X
41277,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Payments Services & Technology (Ian Povey),C,Female,41 - 50,Unknown,undisclosed,India,WoW - Principal Engineer C9,Full time,33722.27,0.0701,36087.2,36087.2,33722.27,1,Yes,Yes,33722.27,Performing,4046.67,0.12,0.25,NatWest Digital X
41278,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),Retail Banking DigiTech India (Dhiraj Anand),C,Male,41 - 50,Unknown,undisclosed,India,Technology WoW - Release Train Manager C10,Full time,57962.88,0.0503,60879.64,60879.64,57962.88,1,Yes,Yes,57962.88,Performing,7445.18,0.128447,0.25,NatWest Digital X
41280,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),CIO Markets (Thomas Carr),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B8,Full time,32220.09,0.0503,33840.51,33840.51,32220.09,1,Yes,Yes,32220.09,Performing,1288.8,0.04,0.15,NatWest Digital X
41281,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Digital Finance (Carolyn Munro),B,,21 - 30,Unknown,undisclosed,Poland,Financial Controller B6,Full time,23972.87,0.0,0.0,23972.87,0.0,0,,Yes,23972.87,Performing,978.09,0.0408,0.25,Finance
41282,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst - Reconciliation & Investigations B5,Full time,5202.86,0.0808,5623.3,5623.3,5202.86,1,Yes,Yes,5202.86,Performing,271.53,0.052189,0.15,C&I RFB
41283,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5229.14,0.1499,6013.07,6013.07,5229.14,1,Yes,Yes,5229.14,Performing,613.13,0.117253,0.15,Customer & Operations
41284,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Female,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5089.0,0.0723,5456.88,5456.88,5089.0,1,Yes,Yes,5089.0,Performing,306.57,0.060242,0.15,Customer & Operations
41290,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Payments Services & Technology (Ian Povey),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B8,Full time,20342.85,0.1201,22786.62,22786.62,20342.85,1,Yes,Yes,20342.85,Performing,3137.24,0.154218,0.15,NatWest Digital X
41291,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Hosting Solutions - Cloud Platforms (Mark Campbell),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Infrastructure Engineer B7,Full time,17399.81,0.0982,19107.82,19107.82,17399.81,1,Yes,Yes,17399.81,Performing,0.0,0.0,0.15,NatWest Digital X
41295,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Male,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst B5,Full time,27790.0,0.063,29540.0,29540.0,27790.0,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
41297,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst - Customer Contact B5,Full time,5071.48,0.0881,5518.19,5518.19,5071.48,1,Yes,Yes,5071.48,Performing,350.36,0.069084,0.15,Retail Banking
41299,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Services (Mansoor Aboobakker Kuttil Ali),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst B5,Full time,5324.09,0.0702,5697.75,5697.75,5324.09,1,Yes,Yes,5324.09,Performing,271.53,0.051,0.15,Customer & Operations
41304,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Transaction Services (Sally Aitken),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Quality Automation Specialist B8,Full time,27941.31,0.0762,30069.75,30069.75,27941.31,1,Yes,Yes,27941.31,Performing,2540.12,0.090909,0.15,NatWest Digital X
41305,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Customer and Trade Operations (Anurag Vohra),B,Male,41 - 50,Unknown,undisclosed,India,Testing Analyst B8,Full time,25659.58,0.0701,27459.56,27459.56,25659.58,1,Yes,Yes,25659.58,Performing,0.0,0.0,0.15,NatWest Digital X
41307,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,31 - 40,Unknown,undisclosed,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,27313.0,0.0528,28756.26,28756.26,27313.0,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41311,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,26844.8,0.0722,28782.07,28782.07,26844.8,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41312,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Customer and Trade Operations (Anurag Vohra),B,Male,41 - 50,Unknown,undisclosed,India,WoW - Quality Analyst B8,Full time,19269.87,0.0825,20859.63,20859.63,19269.87,1,Yes,Yes,19269.87,Performing,1128.21,0.058548,0.15,NatWest Digital X
41313,NatWest Digital X (Scott Marcar),DX Architecture (Diana Kennedy),Enterprise Engineering (Declan O'Gorman),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B8,Full time,21735.53,0.0613,23066.91,23066.91,21735.53,1,Yes,Yes,21735.53,Performing,3350.82,0.154163,0.15,NatWest Digital X
41314,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B8,Full time,21950.13,0.1095,24354.48,24354.48,21950.13,1,Yes,Yes,21950.13,Performing,2829.17,0.128891,0.15,NatWest Digital X
41315,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Male,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5132.79,0.0597,5439.36,5439.36,5132.79,1,Yes,Yes,5132.79,Performing,218.98,0.042663,0.15,Customer & Operations
41316,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),Shared Experiences (Richard Healy),B,Female,31 - 40,Unknown,undisclosed,India,WoW - Quality Automation Specialist B8,Full time,19593.95,0.0599,20767.66,20767.66,19593.95,1,Yes,Yes,19593.95,Performing,1469.55,0.075,0.15,NatWest Digital X
41317,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer C9,Full time,44478.35,0.0748,47806.79,47806.79,44478.35,1,Yes,Yes,44478.35,Performing,5000.0,0.112414,0.25,NatWest Digital X
41318,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Payments Services & Technology (Ian Povey),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Quality Automation Specialist B8,Full time,22335.53,0.1176,24963.24,24963.24,22335.53,1,Yes,Yes,22335.53,Performing,3443.32,0.154163,0.15,NatWest Digital X
41319,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,26794.8,0.045,28000.57,28000.57,26794.8,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41320,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),A,Male,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,4125.5,0.0648,4392.65,4392.65,4125.5,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41321,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst - Customer Contact B5,Full time,4953.23,0.0725,5312.35,5312.35,4953.23,1,Yes,Yes,4953.23,Performing,280.29,0.056587,0.15,Retail Banking
41322,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),A,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,3740.11,0.0,3740.11,3740.11,0.0,0,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41323,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Female,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,4870.02,0.0603,5163.45,5163.45,4870.02,1,Yes,Yes,4870.02,Performing,289.05,0.059353,0.15,Retail Banking
41325,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Investigations (Rachel Blackamore),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5032.06,0.0601,5334.25,5334.25,5032.06,1,Yes,Yes,5032.06,Performing,267.15,0.05309,0.15,Customer & Operations
41327,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),A,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Regulated) A3,Full time,4186.82,0.1046,4624.77,4624.77,4186.82,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
41328,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Investigations (Rachel Blackamore),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5115.27,0.0771,5509.43,5509.43,5115.27,1,Yes,Yes,5115.27,Performing,332.84,0.065068,0.15,Customer & Operations
41330,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5027.68,0.0775,5417.46,5417.46,5027.68,1,Yes,Yes,5027.68,Performing,315.33,0.062719,0.15,Retail Banking
41331,NatWest Digital X (Scott Marcar),Wealth CDIO (Raymond Mulligan),Banking & Lending (Anne McAuliffe),C,Female,31 - 40,Unknown,undisclosed,United Kingdom,Technology WoW - Business Analyst C9,Full time,61200.0,0.049,64200.0,64200.0,61200.0,1,Yes,Yes,61200.0,Performing,8750.0,0.142974,0.25,NatWest Digital X
41332,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,4033.53,0.0651,4296.3,4296.3,4033.53,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41338,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,65 and over,Unknown,undisclosed,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,26010.0,0.0599,27567.72,27567.72,26010.0,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41343,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),A,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,3740.11,0.0703,4002.88,4002.88,3740.11,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41344,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Payments (Simon Eacott),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst B5,Full time,5430.6,0.0976,5960.52,5960.52,5430.6,1,Yes,Yes,5430.6,Performing,280.29,0.051613,0.15,Payments CoE
41345,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,4301.56,0.0751,4624.77,4624.77,4301.56,1,Yes,Yes,4301.56,Performing,315.33,0.073306,0.15,Retail Banking
41346,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,4383.89,0.0799,4734.26,4734.26,4383.89,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
41347,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,4646.67,0.115,5180.97,5180.97,4646.67,1,Yes,Yes,4646.67,Performing,376.64,0.081056,0.15,Retail Banking
41348,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Credit Analyst B5,Full time,4611.63,0.0646,4909.44,4909.44,4611.63,1,Yes,Yes,4611.63,Performing,236.49,0.051281,0.15,C&I RFB
41349,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),A,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst (Volume) A3,Full time,4401.41,0.0806,4756.15,4756.15,4401.41,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
41350,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),"Risk, Finance, Legal & Audit Solutions (Darren Buckley)",B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B7,Full time,22313.63,0.0699,23872.74,23872.74,22313.63,1,Yes,Yes,22313.63,Performing,0.0,0.0,0.15,NatWest Digital X
41351,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Male,31 - 40,Unknown,undisclosed,India,Markets Data Management Analyst I B6,Full time,8119.62,0.0761,8737.13,8737.13,8119.62,1,Yes,Yes,8119.62,Performing,367.88,0.045308,0.15,C&I RFB
41352,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),B,Male,21 - 30,Unknown,undisclosed,United Kingdom,Complex Case Investigator – Fraud Prevention B7,Full time,30361.2,0.045,31727.45,31727.45,30361.2,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
41353,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst - Customer Contact B5,Full time,5119.65,0.0496,5373.66,5373.66,5119.65,1,Yes,Yes,5119.65,Performing,236.49,0.046193,0.15,Retail Banking
